Nitrogen,Phosphorus,Potassium,Soil Temperature,Moisture,pH,Humidity,Air Temperature,Crop
103,33,25,27.1,26,7.11,55.75,27.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
112,17,28,27.63,45,5.05,61.26,26.41,Potato
99,19,33,27.54,41,5.42,55.52,27.95,Potato
120,20,34,23.57,25,7.09,50.56,23.56,Tomato
114,27,28,24.99,32,5.45,57.93,25.21,Potato
100,40,35,27.56,27,5.14,54.41,25.22,Potato
108,35,25,23.98,51,7.12,61.11,26.76,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
115,31,30,24.23,43,7.19,67.38,24.83,Tomato
87,28,30,25.6,57,7.13,68.66,27.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,24,26,24.31,55,5.78,53.57,28.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,26,27,26.37,65,7,52.26,27.32,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,28,35,26.56,76,6.89,57.16,28.99,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
118,40,35,26.35,50,6.72,58.51,25.14,Tomato
87,38,29,25.2,81,7.03,57.88,30.71,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,40,30,23.36,74,5.92,55.19,30.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,22,26,23.61,58,7.11,59.69,30.62,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,40,32,24.18,36,6.28,69.95,23.76,Potato
89,28,33,26.44,62,7.14,53.84,26.28,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
112,39,29,26.12,97,6.64,63.37,24.57,Tomato
111,28,26,27.77,64,5.49,64.48,26.17,Potato
114,20,26,25.56,62,5.25,62.67,26.15,Potato
117,26,30,27.92,68,6.52,67.97,25.41,Tomato
111,29,31,26.06,49,5.51,52.31,26.17,Potato
119,30,28,26.36,70,7.13,64.58,24.71,Tomato
116,40,33,24.91,91,6.12,54.15,22.88,Tomato
95,37,35,27.31,35,6.8,68.42,25.87,Potato
86,40,33,26.14,72,7.12,52.26,25.55,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
117,37,32,23.11,96,6.9,67.06,23.72,Tomato
105,18,35,23.53,98,5.51,68.44,23.38,Potato
109,23,25,25.12,90,6.88,68.48,29.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,18,31,24.03,87,6.21,58.85,30.38,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
101,31,26,26.71,91,6.01,69.71,29.97,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
103,33,33,26.72,93,7.23,50.5,24.44,Potato
93,26,27,24.59,85,7.1,56.47,30.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
104,35,28,27.51,84,5.52,50.67,24.81,Potato
116,36,25,27.58,90,7.1,58.53,22.58,Tomato
107,38,29,26.65,86,6.56,57.57,24.13,Tomato
101,33,33,26.97,93,5.12,62.02,25.13,Potato
107,31,31,23.17,91,5.25,52.98,26.21,Potato
99,16,30,23.53,80,7.15,65.44,30.44,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
103,40,30,27.31,87,5.55,55.2,25.57,Potato
118,31,34,27.55,88,7.06,62.88,24.17,Tomato
106,21,35,25.63,95,5.06,57.04,25.69,Potato
116,38,34,23.29,96,7.1,50.05,23.21,Tomato
97,35,26,24.91,97,7.04,53.74,30.69,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
107,34,32,26.77,94,5.55,66.41,27.93,Potato
99,15,27,27.42,98,6.57,56.64,27.35,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
118,33,30,24.13,94,5.92,67.23,25.78,Tomato
117,32,34,26.27,87,7.59,52.13,22.21,Tomato
104,18,30,23.6,95,5.54,60.4,26.78,Potato
52,63,23,26.54,75,6.24,57.76,29.25,BR3_BR16_BRRIdhan27_BRRIdhan48
47,69,17,27.82,89,7.15,66.26,28.5,BR3_BR16_BRRIdhan27_BRRIdhan48
57,56,22,27.76,100,6.49,57.72,28.9,BR3_BR16_BRRIdhan27_BRRIdhan48
45,62,23,27.88,93,7.1,70.95,33.7,BR3_BR16_BRRIdhan27_BRRIdhan48
47,73,17,25.5,81,6.77,65.95,30.92,BR3_BR16_BRRIdhan27_BRRIdhan48
50,68,15,25.48,97,6.5,60.75,31.62,BR3_BR16_BRRIdhan27_BRRIdhan48
58,70,20,25.15,83,7.08,76.34,28.4,BR3_BR16_BRRIdhan27_BRRIdhan48
51,51,25,26.66,83,7.08,70.9,31.83,BR3_BR16_BRRIdhan27_BRRIdhan48
44,74,20,25.72,82,5.99,64.83,30.17,BR3_BR16_BRRIdhan27_BRRIdhan48
52,55,21,27.46,87,6.41,73.98,29.67,BR3_BR16_BRRIdhan27_BRRIdhan48
53,64,22,27.89,89,6.43,61.63,31.57,BR3_BR16_BRRIdhan27_BRRIdhan48
45,77,22,27.78,97,6.6,79.57,33.43,BR3_BR16_BRRIdhan27_BRRIdhan48
50,48,23,26.26,85,6.16,66.08,31.69,BR3_BR16_BRRIdhan27_BRRIdhan48
45,68,22,27.07,76,6.21,52.62,32.7,BR3_BR16_BRRIdhan27_BRRIdhan48
49,65,24,26.7,74,6.57,63.93,33.67,BR3_BR16_BRRIdhan27_BRRIdhan48
47,45,15,26.62,98,5.56,51.6,32.75,BR3_BR16_BRRIdhan27_BRRIdhan48
51,76,15,25.39,77,5.69,63.34,28.17,BR3_BR16_BRRIdhan27_BRRIdhan48
54,50,19,25.02,80,6.68,65.45,28.59,BR3_BR16_BRRIdhan27_BRRIdhan48
50,72,23,27.5,81,7.12,70.93,29.7,BR3_BR16_BRRIdhan27_BRRIdhan48
61,73,18,27.41,83,6.86,63.91,30.72,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
59,67,17,27.36,96,6.89,75.13,30.13,BR3_BR16_BRRIdhan27_BRRIdhan48
49,50,25,26.78,74,5.57,78.31,27.82,BR3_BR16_BRRIdhan27_BRRIdhan48
53,48,23,27.12,91,7.07,56.36,28.53,BR3_BR16_BRRIdhan27_BRRIdhan48
56,68,20,25.13,70,7.07,71.83,31.08,BR3_BR16_BRRIdhan27_BRRIdhan48
59,71,19,25.18,85,5.56,78.88,27.99,BR3_BR16_BRRIdhan27_BRRIdhan48
50,39,19,25.6,85,7.1,74.36,30.73,BR3_BR16_BRRIdhan27_BRRIdhan48
55,71,23,27.65,89,7.63,50.87,33.44,BR3_BR16_BRRIdhan27_BRRIdhan48
59,66,17,25.68,70,6.91,68.91,32.63,BR3_BR16_BRRIdhan27_BRRIdhan48
59,59,24,26.67,94,6.88,53.09,28.68,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
44,59,25,27.56,96,5.55,78.4,31.25,BR3_BR16_BRRIdhan27_BRRIdhan48
59,47,19,25.92,95,7.15,74.91,30.12,BR3_BR16_BRRIdhan27_BRRIdhan48
45,55,22,27.69,84,5.68,50.11,33.46,BR3_BR16_BRRIdhan27_BRRIdhan48
53,71,15,26.37,97,5.53,60.26,32.13,BR3_BR16_BRRIdhan27_BRRIdhan48
55,57,19,27.26,92,7.06,63.62,30.68,BR3_BR16_BRRIdhan27_BRRIdhan48
46,78,23,27.84,86,5.9,72.33,32.38,BR3_BR16_BRRIdhan27_BRRIdhan48
50,53,19,27.25,78,6.01,74.89,32.15,BR3_BR16_BRRIdhan27_BRRIdhan48
47,43,22,25.85,83,6.35,52.95,33.32,BR3_BR16_BRRIdhan27_BRRIdhan48
47,40,21,27.79,96,7.12,59.57,33.35,BR3_BR16_BRRIdhan27_BRRIdhan48
45,76,21,25.75,84,6.39,67.52,29.31,BR3_BR16_BRRIdhan27_BRRIdhan48
60,61,23,25.63,96,7.17,78.93,27.21,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
54,76,25,25.53,89,7.02,65.58,27.42,BR3_BR16_BRRIdhan27_BRRIdhan48
50,49,18,27.81,87,6.95,80.55,32.03,BR3_BR16_BRRIdhan27_BRRIdhan48
52,41,23,25.76,80,6.41,53.32,29.96,BR3_BR16_BRRIdhan27_BRRIdhan48
49,46,19,25.68,78,6.98,58.16,30.55,BR3_BR16_BRRIdhan27_BRRIdhan48
51,74,22,26.49,77,6.33,70.51,27.3,BR3_BR16_BRRIdhan27_BRRIdhan48
59,46,23,26.92,83,6.71,65.16,26.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,76,21,25.38,90,7.08,57.87,28,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
59,51,24,27.45,99,6.63,52.57,29.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
52,48,24,26.02,86,7.71,69.08,32.3,BR3_BR16_BRRIdhan27_BRRIdhan48
61,45,25,26.35,94,6.08,61.45,28.7,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
48,38,16,25.69,88,7.14,58.15,29.81,BR3_BR16_BRRIdhan27_BRRIdhan48
48,47,20,26.78,99,7.07,54.24,32.63,BR3_BR16_BRRIdhan27_BRRIdhan48
55,66,23,27.74,73,7.08,75.87,31.69,BR3_BR16_BRRIdhan27_BRRIdhan48
59,65,24,26.93,83,7.08,74.06,28.51,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
55,52,24,26.03,75,5.53,52.48,28.25,BR3_BR16_BRRIdhan27_BRRIdhan48
48,43,21,25.35,76,7.06,53.27,31.86,BR3_BR16_BRRIdhan27_BRRIdhan48
48,71,17,25.47,76,6.25,73.8,33.1,BR3_BR16_BRRIdhan27_BRRIdhan48
61,76,18,26.03,84,6.29,65.58,28.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
54,48,24,25.06,89,6.13,69.76,29.26,BR3_BR16_BRRIdhan27_BRRIdhan48
46,72,24,25.26,77,7.44,79.18,27.58,BR3_BR16_BRRIdhan27_BRRIdhan48
50,67,15,26.83,83,7.06,61.94,33.11,BR3_BR16_BRRIdhan27_BRRIdhan48
53,67,19,26.58,94,6.39,59.5,29.72,BR3_BR16_BRRIdhan27_BRRIdhan48
47,68,17,25.5,89,6.78,68.94,31.61,BR3_BR16_BRRIdhan27_BRRIdhan48
57,59,24,26.88,79,7.07,65.98,31.36,BR3_BR16_BRRIdhan27_BRRIdhan48
56,44,20,26.02,98,7.09,50,33.93,BR3_BR16_BRRIdhan27_BRRIdhan48
56,77,18,25.78,71,7.1,65.54,33.56,BR3_BR16_BRRIdhan27_BRRIdhan48
52,72,21,25.83,93,7.09,55.98,27.33,BR3_BR16_BRRIdhan27_BRRIdhan48
53,72,15,25.24,96,6.32,69.25,29.39,BR3_BR16_BRRIdhan27_BRRIdhan48
44,68,19,26.49,93,5.66,55.21,29.75,BR3_BR16_BRRIdhan27_BRRIdhan48
55,39,16,26.56,76,6.81,57.13,32.61,BR3_BR16_BRRIdhan27_BRRIdhan48
55,56,16,25.69,98,5.82,79.12,29.1,BR3_BR16_BRRIdhan27_BRRIdhan48
58,42,16,25.73,87,7.16,63.38,31.86,BR3_BR16_BRRIdhan27_BRRIdhan48
55,75,15,25.15,96,7.71,77.96,32.73,BR3_BR16_BRRIdhan27_BRRIdhan48
51,62,16,26.54,93,5.72,61.32,30.38,BR3_BR16_BRRIdhan27_BRRIdhan48
59,72,22,26.29,78,6.59,69.48,28.94,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
49,69,23,27.71,94,7.11,53.98,33.11,BR3_BR16_BRRIdhan27_BRRIdhan48
58,46,17,26.99,80,7.1,55.27,27.13,BR3_BR16_BRRIdhan27_BRRIdhan48
60,67,23,25.41,84,5.89,55.09,29.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
48,71,15,25.11,76,6.38,60.63,29.71,BR3_BR16_BRRIdhan27_BRRIdhan48
58,50,17,26.78,96,7.08,57.15,29.07,BR3_BR16_BRRIdhan27_BRRIdhan48
58,71,19,25.42,97,6.46,53.14,27.81,BR3_BR16_BRRIdhan27_BRRIdhan48
55,75,17,25.91,82,5.9,73.59,30.59,BR3_BR16_BRRIdhan27_BRRIdhan48
49,74,25,26.86,96,7.12,59.83,30.22,BR3_BR16_BRRIdhan27_BRRIdhan48
50,49,24,27.77,93,6.91,68.85,31.25,BR3_BR16_BRRIdhan27_BRRIdhan48
61,74,20,26.47,97,6.14,78.16,30.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
54,74,20,25.35,83,7.14,58.16,27.11,BR3_BR16_BRRIdhan27_BRRIdhan48
55,58,16,27.84,81,6.94,62.33,31.33,BR3_BR16_BRRIdhan27_BRRIdhan48
49,72,15,27.63,87,6.85,67.54,30.1,BR3_BR16_BRRIdhan27_BRRIdhan48
49,39,25,27.84,79,5.7,68.41,30.8,BR3_BR16_BRRIdhan27_BRRIdhan48
45,60,23,26.84,91,7.11,63.95,32.54,BR3_BR16_BRRIdhan27_BRRIdhan48
50,50,20,27.05,71,5.64,50.94,29.94,BR3_BR16_BRRIdhan27_BRRIdhan48
52,60,21,25.43,96,6.03,78.55,30.43,BR3_BR16_BRRIdhan27_BRRIdhan48
47,60,22,27.06,84,6.66,75.55,27.66,BR3_BR16_BRRIdhan27_BRRIdhan48
45,76,21,26.87,88,6.09,50.25,28.84,BR3_BR16_BRRIdhan27_BRRIdhan48
53,76,21,26.32,97,7.09,76.1,32.9,BR3_BR16_BRRIdhan27_BRRIdhan48
56,75,23,25.79,82,6.69,63.23,27.67,BR3_BR16_BRRIdhan27_BRRIdhan48
52,67,20,25.93,76,7.16,52.58,29.37,BR3_BR16_BRRIdhan27_BRRIdhan48
56,49,15,26.28,76,7.14,72.93,33.64,BR3_BR16_BRRIdhan27_BRRIdhan48
55,63,20,25.89,78,5.72,73.01,29.53,BR3_BR16_BRRIdhan27_BRRIdhan48
51,46,16,26.47,85,6.8,78.37,31.04,BR3_BR16_BRRIdhan27_BRRIdhan48
54,47,22,27.63,88,6.33,80.48,31.62,BR3_BR16_BRRIdhan27_BRRIdhan48
50,69,16,26.87,100,6.56,66.74,29.69,BR3_BR16_BRRIdhan27_BRRIdhan48
59,63,24,26.24,74,6.01,52.63,28.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
53,72,24,25.59,82,7.07,75.67,32.84,BR3_BR16_BRRIdhan27_BRRIdhan48
57,40,16,25.37,86,6.28,75.47,31.07,BR3_BR16_BRRIdhan27_BRRIdhan48
58,45,22,27.15,86,7.14,58.31,29.51,BR3_BR16_BRRIdhan27_BRRIdhan48
49,72,23,27,84,7.11,62.07,30.25,BR3_BR16_BRRIdhan27_BRRIdhan48
52,68,15,27.41,75,7.67,54.31,28.58,BR3_BR16_BRRIdhan27_BRRIdhan48
44,40,15,26.78,72,6.78,79.81,31.18,BR3_BR16_BRRIdhan27_BRRIdhan48
47,60,23,26.8,93,6.12,58.04,33.53,BR3_BR16_BRRIdhan27_BRRIdhan48
50,70,15,26.39,82,5.89,57.71,27.56,BR3_BR16_BRRIdhan27_BRRIdhan48
60,67,22,26.66,94,7.1,51.65,27.37,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,43,16,27.26,79,7.14,52.2,31.22,BR3_BR16_BRRIdhan27_BRRIdhan48
49,49,16,25.28,76,7.09,57.45,28.53,BR3_BR16_BRRIdhan27_BRRIdhan48
54,60,21,25.52,83,7.15,56.72,31.04,BR3_BR16_BRRIdhan27_BRRIdhan48
57,42,22,25.19,99,6.44,51,28.47,BR3_BR16_BRRIdhan27_BRRIdhan48
54,68,17,26.9,97,7.11,55.4,28.19,BR3_BR16_BRRIdhan27_BRRIdhan48
44,40,25,25.21,91,6.76,51.37,33.34,BR3_BR16_BRRIdhan27_BRRIdhan48
56,55,18,25.38,94,7.04,77.9,28.48,BR3_BR16_BRRIdhan27_BRRIdhan48
57,59,25,25.11,74,7.13,76,33.69,BR3_BR16_BRRIdhan27_BRRIdhan48
44,55,22,25.24,94,6.05,60.92,31.47,BR3_BR16_BRRIdhan27_BRRIdhan48
56,55,19,25.75,75,6.62,69.64,28.35,BR3_BR16_BRRIdhan27_BRRIdhan48
58,65,25,27.06,98,5.84,63.13,27.34,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
53,64,21,26.23,80,7.13,80.11,28.99,BR3_BR16_BRRIdhan27_BRRIdhan48
58,40,22,27.64,96,5.77,72.61,32.52,BR3_BR16_BRRIdhan27_BRRIdhan48
55,53,24,27.23,73,6.43,61.29,32.4,BR3_BR16_BRRIdhan27_BRRIdhan48
57,56,16,25.35,99,7.02,75.78,32.68,BR3_BR16_BRRIdhan27_BRRIdhan48
50,50,20,26.16,93,6.5,77.45,29.52,BR3_BR16_BRRIdhan27_BRRIdhan48
60,49,20,26.14,94,6.77,70.53,27.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
49,61,20,26.3,95,7.04,56.76,29.33,BR3_BR16_BRRIdhan27_BRRIdhan48
53,57,18,27.88,100,5.94,71.83,32.2,BR3_BR16_BRRIdhan27_BRRIdhan48
57,55,21,27.88,70,6.63,68.33,28.3,BR3_BR16_BRRIdhan27_BRRIdhan48
60,50,22,27.11,92,5.77,56.49,28.77,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
47,77,23,26.56,90,7.07,64.63,30.5,BR3_BR16_BRRIdhan27_BRRIdhan48
49,61,24,25.48,98,7.12,51.59,33.46,BR3_BR16_BRRIdhan27_BRRIdhan48
58,56,15,26.27,72,6.31,77.99,27.8,BR3_BR16_BRRIdhan27_BRRIdhan48
46,74,17,25.68,77,6.73,64.94,29.8,BR3_BR16_BRRIdhan27_BRRIdhan48
56,44,15,25.18,86,6.32,68.42,28.12,BR3_BR16_BRRIdhan27_BRRIdhan48
45,68,17,25.26,94,7.07,64.23,30.89,BR3_BR16_BRRIdhan27_BRRIdhan48
58,39,24,27.74,74,6.13,80.01,30.98,BR3_BR16_BRRIdhan27_BRRIdhan48
53,47,19,25.94,90,7.08,62.29,33.5,BR3_BR16_BRRIdhan27_BRRIdhan48
53,78,20,26.08,87,5.51,75.83,31.17,BR3_BR16_BRRIdhan27_BRRIdhan48
55,59,21,26.61,89,7.13,76.61,29.41,BR3_BR16_BRRIdhan27_BRRIdhan48
49,62,25,25.1,96,6.39,71.84,33.93,BR3_BR16_BRRIdhan27_BRRIdhan48
47,64,25,27.87,96,5.69,72.35,29.65,BR3_BR16_BRRIdhan27_BRRIdhan48
50,47,25,25.6,72,6.01,58.31,29.87,BR3_BR16_BRRIdhan27_BRRIdhan48
46,54,24,26.58,94,7.62,55.07,33.63,BR3_BR16_BRRIdhan27_BRRIdhan48
46,46,24,27.53,83,7.09,65.68,32.32,BR3_BR16_BRRIdhan27_BRRIdhan48
46,78,20,25.41,80,7.14,56.56,33.65,BR3_BR16_BRRIdhan27_BRRIdhan48
47,62,25,27.82,81,5.93,72.79,27.92,BR3_BR16_BRRIdhan27_BRRIdhan48
53,70,22,27.72,71,7.3,66.22,29.41,BR3_BR16_BRRIdhan27_BRRIdhan48
58,49,18,27.8,96,6.77,76.54,29.31,BR3_BR16_BRRIdhan27_BRRIdhan48
45,64,15,26.16,75,7,54.3,32.19,BR3_BR16_BRRIdhan27_BRRIdhan48
57,44,21,27.76,85,5.79,77.89,30.93,BR3_BR16_BRRIdhan27_BRRIdhan48
44,67,25,27.62,98,6.2,64.77,30.43,BR3_BR16_BRRIdhan27_BRRIdhan48
58,65,24,26.15,77,7.36,74.91,27.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
58,76,22,27.61,99,7.1,50.7,32.25,BR3_BR16_BRRIdhan27_BRRIdhan48
50,47,17,27.39,78,7.08,64.88,33.16,BR3_BR16_BRRIdhan27_BRRIdhan48
47,47,22,27.55,85,6.2,77.21,29.51,BR3_BR16_BRRIdhan27_BRRIdhan48
59,45,18,25.88,100,6,75.81,31.64,BR3_BR16_BRRIdhan27_BRRIdhan48
50,64,15,27.08,70,6.07,51.74,29.33,BR3_BR16_BRRIdhan27_BRRIdhan48
61,65,20,26.69,88,6.74,53.51,28.32,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
56,46,18,27.12,86,5.53,74.1,29.11,BR3_BR16_BRRIdhan27_BRRIdhan48
56,54,25,26.28,92,6.26,53.61,27.92,BR3_BR16_BRRIdhan27_BRRIdhan48
61,49,23,25.37,80,7.14,69.45,30.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
51,49,24,25.06,90,5.89,59.93,31.67,BR3_BR16_BRRIdhan27_BRRIdhan48
54,79,16,26.63,80,6.87,60.86,33.89,BR3_BR16_BRRIdhan27_BRRIdhan48
56,54,21,26.26,70,7.12,63.98,31.54,BR3_BR16_BRRIdhan27_BRRIdhan48
50,67,15,26.04,79,7.1,73.99,32.41,BR3_BR16_BRRIdhan27_BRRIdhan48
54,59,18,27.85,94,6.16,65.64,33.07,BR3_BR16_BRRIdhan27_BRRIdhan48
54,38,20,26.33,82,7.97,53.38,32.01,BR3_BR16_BRRIdhan27_BRRIdhan48
54,56,23,26.93,96,7.05,69.76,32.38,BR3_BR16_BRRIdhan27_BRRIdhan48
47,47,20,25.64,92,7.06,59.46,27.26,BR3_BR16_BRRIdhan27_BRRIdhan48
61,46,24,25.69,87,6.48,78.78,26.79,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
44,58,21,26.3,84,6.86,54.1,27.38,BR3_BR16_BRRIdhan27_BRRIdhan48
48,72,23,25.96,96,7.19,75.28,29.45,BR3_BR16_BRRIdhan27_BRRIdhan48
53,55,22,26.43,100,7.08,50.19,29.04,BR3_BR16_BRRIdhan27_BRRIdhan48
60,53,18,26.22,83,6.41,66.99,33.16,BR3_BR16_BRRIdhan27_BRRIdhan48
59,62,20,25.65,75,7.06,55.18,32.01,BR3_BR16_BRRIdhan27_BRRIdhan48
60,67,17,25.99,73,6.7,73.28,31.13,BR3_BR16_BRRIdhan27_BRRIdhan48
49,77,17,25.72,72,6.04,61.31,32.79,BR3_BR16_BRRIdhan27_BRRIdhan48
57,64,20,25.57,76,6.7,64.52,27.45,BR3_BR16_BRRIdhan27_BRRIdhan48
48,51,15,27.61,72,5.89,64.76,31.66,BR3_BR16_BRRIdhan27_BRRIdhan48
44,68,17,26.98,82,7.09,51.43,28.35,BR3_BR16_BRRIdhan27_BRRIdhan48
47,38,19,26.46,80,5.88,69.48,31.86,BR3_BR16_BRRIdhan27_BRRIdhan48
44,40,22,27.41,89,7.31,77.84,31.58,BR3_BR16_BRRIdhan27_BRRIdhan48
58,39,22,25.17,86,5.72,68.29,28.78,BR3_BR16_BRRIdhan27_BRRIdhan48
54,67,20,25.23,96,5.62,58.71,33.97,BR3_BR16_BRRIdhan27_BRRIdhan48
54,79,16,27.41,80,5.52,57.33,30.94,BR3_BR16_BRRIdhan27_BRRIdhan48
57,76,20,25.03,80,7.07,59.04,27.89,BR3_BR16_BRRIdhan27_BRRIdhan48
60,50,20,26.13,73,6.29,59.31,30.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
54,54,21,26.05,85,5.83,63.21,28.25,BR3_BR16_BRRIdhan27_BRRIdhan48
46,74,16,27.38,99,5.98,70.76,27.02,BR3_BR16_BRRIdhan27_BRRIdhan48
57,55,16,27.51,79,5.97,57.28,27.72,BR3_BR16_BRRIdhan27_BRRIdhan48
46,66,22,27.75,74,7.2,56.65,32.41,BR3_BR16_BRRIdhan27_BRRIdhan48
50,44,18,27.29,74,6.1,51.41,32.14,BR3_BR16_BRRIdhan27_BRRIdhan48
53,43,18,25.29,82,7.12,65.29,29.39,BR3_BR16_BRRIdhan27_BRRIdhan48
58,55,25,25.2,97,6.87,54.64,27.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
46,65,22,27.29,84,7.07,53.48,33.93,BR3_BR16_BRRIdhan27_BRRIdhan48
48,71,18,25.6,70,7.19,69.13,32.56,BR3_BR16_BRRIdhan27_BRRIdhan48
47,46,19,25.43,94,6.96,67.63,32.82,BR3_BR16_BRRIdhan27_BRRIdhan48
51,53,25,25.07,90,5.87,74.54,33.07,BR3_BR16_BRRIdhan27_BRRIdhan48
56,72,21,26.97,86,6.73,67.73,33.12,BR3_BR16_BRRIdhan27_BRRIdhan48
60,41,19,26.93,86,7.12,79.43,32.59,BR3_BR16_BRRIdhan27_BRRIdhan48
45,40,15,27.85,81,6.09,64.29,30.63,BR3_BR16_BRRIdhan27_BRRIdhan48
54,75,18,26.65,99,7.53,59.33,28.64,BR3_BR16_BRRIdhan27_BRRIdhan48
54,48,15,25.29,90,6.6,54.73,30,BR3_BR16_BRRIdhan27_BRRIdhan48
57,66,17,26.63,93,6.81,56.05,27.66,BR3_BR16_BRRIdhan27_BRRIdhan48
54,54,24,25.21,73,5.75,78.62,32.08,BR3_BR16_BRRIdhan27_BRRIdhan48
47,52,21,27.37,75,6.93,67.42,32.97,BR3_BR16_BRRIdhan27_BRRIdhan48
45,70,15,25.09,92,5.98,52.97,29.64,BR3_BR16_BRRIdhan27_BRRIdhan48
49,66,22,25.92,93,6.95,70.6,27.24,BR3_BR16_BRRIdhan27_BRRIdhan48
56,70,16,25.56,90,7.15,56.87,33.75,BR3_BR16_BRRIdhan27_BRRIdhan48
61,40,19,27.43,80,5.74,79.02,27.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
53,68,16,26.9,81,7.11,50.97,32.18,BR3_BR16_BRRIdhan27_BRRIdhan48
55,73,19,25.28,83,7.63,55.17,29.05,BR3_BR16_BRRIdhan27_BRRIdhan48
55,62,16,27.58,80,7.11,62.89,28.98,BR3_BR16_BRRIdhan27_BRRIdhan48
48,71,22,25.07,77,7.09,74.43,28.34,BR3_BR16_BRRIdhan27_BRRIdhan48
56,47,23,25.25,81,7.01,61.75,29.98,BR3_BR16_BRRIdhan27_BRRIdhan48
54,66,17,25.75,98,5.99,70.17,28.54,BR3_BR16_BRRIdhan27_BRRIdhan48
49,41,20,26.95,97,6.01,75.95,28.01,BR3_BR16_BRRIdhan27_BRRIdhan48
50,55,22,25.39,87,6.12,71.12,27.83,BR3_BR16_BRRIdhan27_BRRIdhan48
58,77,23,27.25,81,6.77,77.86,33.61,BR3_BR16_BRRIdhan27_BRRIdhan48
52,60,25,25.66,94,6.2,64.85,29.07,BR3_BR16_BRRIdhan27_BRRIdhan48
57,49,15,25.68,91,6.46,67.49,27.47,BR3_BR16_BRRIdhan27_BRRIdhan48
47,48,15,27.53,79,7.08,80.39,28.3,BR3_BR16_BRRIdhan27_BRRIdhan48
60,41,21,26.18,96,7.77,57.52,27.67,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,54,23,27.4,74,6.36,52.09,27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
54,46,17,27.32,95,6.94,55.05,27.2,BR3_BR16_BRRIdhan27_BRRIdhan48
49,46,24,27.15,92,5.53,80.15,30,BR3_BR16_BRRIdhan27_BRRIdhan48
45,63,18,26.67,79,7.08,59.79,32.65,BR3_BR16_BRRIdhan27_BRRIdhan48
48,54,23,25.48,90,6.43,67.41,32.27,BR3_BR16_BRRIdhan27_BRRIdhan48
49,38,19,25.95,75,7.07,70.12,31.74,BR3_BR16_BRRIdhan27_BRRIdhan48
60,69,24,25.23,86,7.15,79.95,27.46,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
